code_uic_complet,nom_gare,total_voyageurs_non_voyageurs_2015,total_voyageurs_non_voyageurs_2016,total_voyageurs_non_voyageurs_2017,total_voyageurs_non_voyageurs_2018,total_voyageurs_non_voyageurs_2019,total_voyageurs_non_voyageurs_2020,total_voyageurs_non_voyageurs_2021
87746511,Reignier-Ésery,44274,45608,50371,30905,42475,54124,94568
87172270,Rethel,438181,413076,415115,362595,407434,282559,351441
87175018,Revigny-sur-Ornain,99365,90608,87446,78841,89991,90024,97253
87481036,Rezé Pont Rousseau,141414,183973,204300,220270,230736,143936,174903
87276766,Ribécourt-Dreslincourt,102379,97580,99963,91803,94451,87888,113866
87747246,Rives,425658,399620,423569,400918,437898,289043,345240
87313601,Rochy-Condé,2779,3196,4082,4373,4026,3031,3828
87613422,Rodez,242820,238967,248179,203362,227285,166618,221257
87212407,Roeschwoog,56596,54688,54412,53478,58857,43367,52696
87387175,Romilly-la-Puthenaye,11769,11288,12324,11751,9401,7101,7747
87756460,Roquebrune-Cap-Martin,50498,63277,80701,76162,90870,57143,77252
87615351,Roquesérière - Buzet,4009,3009,3204,1322,1016,813,770
87654798,Rosa Parks,0,8923180,9065994,9029393,9038087,2865667,5937856
87141127,Rosières-aux-Salines,193328,210400,205028,219305,258904,245210,249698
87113696,Rosny Bois Perrier,6381483,6464430,6520046,6491187,6404337,3206275,4959155
87214726,Rothau,190150,190673,194915,187459,190602,139330,160243
87396259,Rouessé-Vassé,2716,2492,1925,2902,3248,1363,1931
87546291,Rungis La Fraternelle,816513,813669,808269,785411,772844,325738,381602
87214684,Russ Hersbach,68740,69828,68659,62414,63451,54688,64459
87574897,Saint-Aignan - Noyers,83040,82671,85083,84308,96602,81130,75965
87576322,Saint-Amand-Montrond - Orval,59638,54625,56650,47585,57623,44514,49900
87571539,Saint-Antoine-du-Rocher,21199,19044,17089,17539,14268,13290,20637
87595249,Saint-Astier,197403,193501,194969,165785,175159,134342,176971
87415125,Saint-Aubin-sur-Scie,16024,15054,13337,10580,11437,7474,8532
87193318,Saint-Avold,333759,309257,329339,286866,313591,188041,231840
87592691,Saint-Brice-sur-Vienne,149,168,473,303,248,613,883
87743633,Saint-Claude,33303,33065,33105,25474,33828,14553,22075
87755215,Saint-Cyr Les Lecques - La Cadière,323254,327723,354556,329079,350268,244459,311936
87594572,Saint-Denis-lès-Martel,18147,19801,18682,14091,13427,10024,16202
87682542,Saint-Fargeau-Ponthierry,111544,115100,118313,119266,120792,56040,114066
87683318,Saint-Florentin - Vergigny,68353,64391,68828,60389,75902,45126,62189
87783175,Saint-Flour - Chaudes-Aigues,31195,24011,23882,21879,20316,16395,20499
87728501,Saint-Fons,59334,56504,58406,54319,71582,48401,61551
87571851,Saint-Genouph,1025,752,1104,352,708,155,278
87486571,Saint-Gilles-Croix-de-Vie,61724,93217,105626,99438,113411,79246,105056
87491324,Saint-Hilaire - Brizambourg,378,519,316,306,376,201,555
87471052,Saint-Jacques-de-la-Lande,12966,9182,7918,5255,7747,3741,3715
87491357,Saint-Jean-d'Angély,51363,48960,41399,35005,39979,27563,33939
87677120,Saint-Jean-de-Luz - Ciboure,391674,377871,425313,393444,475809,338098,492524
87713834,Saint-Julien - Clénay,29962,28223,28595,28038,29002,34658,33306
87745430,Saint-Julien-en-Genevois,205150,193729,220769,190519,224001,130307,213424
87756346,Saint-Laurent-du-Var,727159,720728,909624,878414,1073273,647740,847054
87761718,Saint-Marcellin,598984,589709,667966,595825,691160,432740,563543
87545202,Saint-Michel-sur-Orge,3252456,3345767,3427512,3439611,3466862,1640067,2116656
87478024,Saint-Médard-sur-Ille,46537,43871,43477,33338,38691,32013,35674
87146217,Saint-Nabord,2351,3978,5094,5103,6705,4724,6162
87271247,Saint-Ouen,3942411,3949540,3935467,3826855,3778187,207533,1599702
87381426,Saint-Ouen-l'Aumône Quartier de l'Église,482195,480297,520876,553932,589690,278841,586174
87571810,Saint-Patrice,8861,8360,8345,9915,10059,9345,15087
87476440,Saint-Pierre-Quiberon,3208,3584,4279,4967,7364,6915,9540
87741223,Saint-Pierre-d'Albigny,150897,144862,154795,134939,153338,100078,133745
87444216,Saint-Pierre-sur-Dives,35797,32687,36578,37490,42027,34560,46540
87474569,Saint-Pol-de-Léon,12652,13486,14305,11471,4775,1173,1066
87757526,Saint-Raphaël,1525346,1457285,1520480,1258954,1421409,961094,1362502
87783431,Saint-Rome-de-Cernon,2808,1974,2114,1755,1656,943,1346
87584615,Saint-Seurin-sur-l'Isle,141698,147251,152906,137214,146688,108467,136112
87474312,Saint-Thégonnec,536,1114,662,399,591,80,126
87592683,Saint-Victurnien,4026,3407,3233,1825,2588,2816,4578
87718320,Saint-Vit,256856,255070,195894,147199,157152,122168,140637
87411215,Saint-Étienne-du-Rouvray,25593,23572,25475,25943,33652,18352,20282
87116178,Sainte-Colombe Septveilles,127795,131745,135314,136480,139106,80801,123972
87444604,Sainte-Gauburge,3578,4134,3826,3617,3656,1062,1412
87543165,Salbris,244166,242053,250790,249709,262216,173861,249122
87746438,Sallanches - Combloux - Megève,338233,339566,361681,342118,381617,290535,328041
87613877,Salles-Courbatiès,1680,1732,1872,1871,3644,2547,3435
87276386,Sarcelles - Saint-Brice,5570586,5628043,5658290,5684113,5638420,1368690,4889833
87672766,Sarrance,61,717,1262,997,1771,1021,1468
87723700,Sathonay - Rillieux,239512,245349,291170,313475,370459,233402,232712
87753558,Sausset-les-Pins,110760,102147,100010,79913,86604,42692,56718
87784777,Sauto,86,101,30,89,79,107,142
87571844,Savonnières,3017,3173,3422,2974,2262,1409,2244
87718502,Saône,30774,27234,29757,25591,30007,22035,14367
87213108,Schweighouse-sur-Moder,18739,17854,16061,21221,24974,15991,22244
87576868,Selles-sur-Cher,27074,26725,26682,23660,27663,19177,27077
87471532,Servon-sur-Vilaine,107563,97967,95310,104001,123451,90761,105276
87271429,Sevran - Livry,5932168,5973397,5982229,5902128,5792675,2632823,3906248
87345405,Sin-le-Noble,59507,59406,65263,60850,67533,27972,27606
87592246,Solignac - Le Vigen,2572,2047,1900,1234,1752,1044,1466
87756825,Sospel,46369,50748,56821,52227,57160,28644,24291
87295543,Sous le Bois,715,496,334,374,342,12,7
87286161,Steenwerck,49252,47339,43893,40214,48554,35755,42800
87212027,Strasbourg,21450461,21732456,23516815,23729967,25253140,15352878,19209527
87444562,Surdon,55804,65125,63283,56612,66411,42455,68898
87485227,Surgères,451609,415453,462689,438453,466186,322403,427417
87726422,Sury-le-Comtal,21352,17312,20035,18364,21113,13371,20619
87574236,Suèvres,63,183,62,61,170,49,53
87444695,Sées,92300,85925,89164,77622,77199,41849,59540
87761163,Tain-l'Hermitage - Tournon,564523,550825,587975,561078,631755,419071,491601
87141598,Tantonville,391,397,425,150,9,2,6
87615674,Tanus,1418,1536,1695,1752,2590,2586,2846
87671008,Tarbes,637206,595926,632185,502591,529157,412383,608362
87286625,Templeuve,705554,729358,813044,844721,923317,564941,602686
87743757,Tenay - Hauteville,32579,30560,34113,34144,29469,21893,29582
87193342,Teting-sur-Nied,1778,1642,1846,1648,1608,1869,3458
87272054,Thieux - Nantouillet,20529,22954,25483,22740,25362,13628,33262
87191007,Thionville,2828165,2885110,3080277,2872787,3035898,2000766,2468316
87595124,Thiviers,144507,147269,151820,125027,136739,94638,122665
87316125,Thézy-Glimont,18617,15907,13471,12411,14525,10762,12819
87718114,Torpes - Boussières,2288,2373,1492,2086,2743,3100,3324
87755009,Toulon,5371539,5402434,5806743,4977632,5166915,3555450,5165806
87756817,Touët-de-l'Escarène,2019,2368,3027,2585,3107,2130,2339
87393835,Trappes,4341910,4324488,4291263,4193129,4133446,2197802,3020129
87586446,Trentels Ladignac,316,501,1057,585,850,746,0
87191130,Uckange,237858,330316,405603,423304,504289,338328,464471
87611863,Valence d'Agen,70260,64647,60396,53380,60291,49269,63793
87576215,Valençay,19380,19882,18854,17864,17372,15310,25675
87192476,Vandières,7460,6315,6031,6514,8932,6261,8806
87141101,Varangéville - Saint-Nicolas,317417,318914,365778,365340,378727,289893,353705
87611327,Varilhes,50304,45531,43364,33531,44325,22937,37204
87382267,Vaucresson,1601731,1676989,1731887,1752992,1785206,937830,1581017
87592451,Vaulry,115,38,23,150,229,0,0
87381814,Vaux-sur-Seine,371139,385904,353446,317047,286181,154770,359744
87611392,Venerque - Vernet,235599,236890,245615,198958,217771,163228,195004
87775114,Vergèze - Codognan,266238,276713,309295,272755,304936,255064,394562
87683664,Vermenton,4579,4151,4919,5255,6541,4665,5933
87116079,Verneuil-l'Étang,621339,638495,656054,658852,667781,273994,494717
87297119,Verneuil-sur-Serre,5774,3070,4334,4330,3396,3813,5281
87713081,Verrey-sous-Salmaise,25966,23721,24614,20264,19996,19592,21178
87393009,Versailles Chantiers,24191310,24132107,23974181,23336771,22909416,12376593,15922909
87734186,Vic-le-Comte,270885,256770,269698,246102,290554,227210,247917
87645440,Vic-sur-Cère,12489,11997,11805,10451,9244,6865,10643
87732008,Vichy,1489233,1433755,1523682,1404607,1540981,979404,1238050
87755421,Vidauban,9173,7931,6246,6847,12161,6576,13759
87615492,Vielmur-sur-Agout,24362,21009,20724,18237,21524,16881,19473
87784686,Villefranche - Vernet-les-Bains,187267,184903,186293,166458,172788,181304,288598
87615013,Villefranche-de-Lauragais,274888,276094,278190,220386,282591,230499,282489
87681825,Villeneuve-Saint-Georges,18012745,18187384,18338319,18167340,17889110,9348272,14720746
87386649,Villennes-sur-Seine,726073,682829,639197,587565,541158,285276,781301
87271734,Villers-Cotterêts,520736,487205,490172,441821,463625,316350,401953
87276378,Villers-Saint-Paul,76135,72176,72088,64875,74251,53101,68217
87276220,Villiers-le-Bel - Gonesse - Arnouville,12047909,12184681,12269112,12130982,12001779,3904492,2587211
87683631,Vincelles,2922,2495,4222,3004,4584,2504,3358
87144063,Vincey,26350,21937,19685,17225,17932,16652,29570
87393215,Viroflay Rive Gauche,4389157,4726246,5067446,5330072,5633570,2634272,3373069
87342113,Vitry-en-Artois,97110,95222,95886,93824,91824,61341,66628
87575290,Vivonne,43995,37010,37480,33548,34012,24729,30717
87641423,Volvic,8183,9518,9864,7619,8791,6737,9144
87184531,Voujeaucourt,10910,8987,11013,10194,12042,10356,11771
87143024,Vraincourt - Viéville,7554,8549,6653,4557,3326,1555,1190
87682443,Vulaines-sur-Seine - Samoreau,57163,56647,55824,54449,52885,33356,93951
87181065,Walheim,6043,6135,6420,5902,6940,3444,3868
87191098,Waligator Parc,6588,3260,5583,6985,7365,4923,6243
87182618,Wesserling,44627,41751,42020,39150,43828,30909,37173
87182378,Wihr-au-Val - Soultzbach,38570,38444,41448,36849,40307,36875,40428
87212175,Wilwisheim,34845,32877,33171,39001,39515,30311,38081
87213744,Wingen-sur-Moder,164203,162486,163474,160501,152314,113613,147471
87317511,Woincourt,14320,13623,11946,7732,4995,1106,846
87193649,Zetting,16874,17306,17152,14705,15244,17810,12777
87756387,Èze,118944,124771,154753,151538,196646,93545,120480
87396564,Écommoy,136556,135482,140804,136641,114164,48377,65229
87276394,Écouen - Ézanville,1886129,1939326,1983810,1943954,1881227,762769,1582811
87144436,Éloyes,27749,23985,25110,25630,36583,22178,27531
87116046,Émerainville - Pontault-Combault,4864507,4892074,4898268,4801461,4748348,2496908,3748002
87575357,Épanvilliers,1149,773,590,609,740,770,1428
87394114,Épernon,1892494,1826138,1820802,1740343,1816714,1306905,1569715
87144006,Épinal,1429632,1351856,1381686,1267087,1396339,1011386,1269375
87175794,Étain,74519,68243,71927,68545,88957,88396,96619
87683201,Étigny - Véron,7684,6936,6285,4868,7273,4663,5224
87144642,Étival-Clairefontaine,57310,54882,58476,53701,55177,35050,43525
87481614,Abbaretz,35989,33021,35637,38027,38473,22773,27466
87757559,Agay,19121,19240,14154,15093,22284,15390,25094
87734129,Aigueperse,75873,78088,77218,70745,75954,50677,55143
87775858,Aigues-Mortes,3917,3546,4822,5311,6146,5683,8201
87741769,Aime - La Plagne,126554,131663,132998,130333,132281,89504,75201
87741132,Aix-les-Bains le Revard,1624127,1619647,1713011,1609468,1893845,1236162,1653308
87592667,Aixe-sur-Vienne,8442,8301,8524,5734,10016,8611,11887
87615005,Albi,516090,490814,541024,460184,519537,358781,489089
87613398,Albias,10586,9415,11579,8780,11386,11378,19376
87182238,Altkirch,302676,305148,330353,323134,343273,231239,266043
87172262,Amagne - Lucquy,40539,37854,47918,48163,52065,38365,48289
87296566,Anizy - Pinon,87381,80983,83874,75945,87841,59518,76946
87286146,Armentières,1014340,1021043,1033285,952158,992292,766939,838985
87386730,Aubergenville Élisabethville,1502962,1612926,1723706,1801226,1900062,988132,1266548
87191684,Auboué,4747,3420,2186,1839,2608,1568,1694
87194357,Audun-le-Roman,10122,7155,6641,4803,6265,4600,5934
87295600,Aulnoye-Aymeries,756182,725763,767801,747296,776408,563985,639292
87726760,Aurec-sur-Loire,70722,63844,51339,64270,69598,35557,49788
87694570,Autun,74269,64509,63847,63796,61002,60025,64134
87683573,Auxerre Saint-Gervais,523567,480027,534816,471139,560740,340387,409570
87381038,Avenue Foch,1146187,1181387,1211248,1217132,1229815,634456,645324
87616011,Avignonet-Lauragais,28211,26652,26703,17746,20463,15673,19623
87313296,Avrechy,7219,6980,6887,6801,5073,3772,3941
87271460,Aéroport Charles de Gaulle 1,6226179,6690263,7199779,7590098,7971396,2177954,3460437
87684191,Bagneaux-sur-Loing,439600,223786,114246,57849,29663,13759,28521
87141531,Bainville-sur-Madon,3102,2676,563,7,60,2,6
87681437,Ballancourt-sur-Essonne,525543,521401,515230,498440,485406,261589,437411
87111864,Balsièges,3,5,2,6,12,16,0
87755223,Bandol,322741,332227,358802,320339,342017,231764,305114
87784298,Banyuls-sur-Mer,73499,71187,80181,64538,74781,50479,77197
87726778,Bas - Monistrol-sur-Loire,98801,91221,65736,82163,102476,55120,72874
87184200,Bas Évette,6166,5992,6267,5387,6821,3614,6392
87481770,Batz-sur-Mer,8915,9851,11675,12216,15922,11761,18989
87345280,Bauvin - Provin,216372,217562,225098,219799,232472,133130,101838
87444067,Bayeux,585052,557947,576350,515547,602873,328630,395120
87141218,Bayon,182594,175642,176138,163956,174983,133612,159316
87171462,Bazancourt,216728,224561,232532,206456,217529,216673,267616
87756379,Beaulieu-sur-Mer,565969,576607,676721,627124,725090,412145,496104
87713545,Beaune,1068638,992018,1073924,958452,1026031,745563,834917
87313510,Beauvais,1603300,1642329,1669545,1546286,1580472,1176522,1478235
87775809,Beauvoisin,552,800,585,299,916,4826,12738
87745000,Bellegarde-sur-Valserine,1669418,1598883,1590621,1354677,1536074,912049,1322317
87721357,Belleville sur Sâone,884345,857337,895044,876535,985368,628112,772213
87783670,Belvezet,201,549,609,290,264,311,253
87444299,Bernay,544110,523090,543996,502472,536302,378426,451551
87345553,Bertry,6637,5869,5685,7001,8199,4525,2338
87471045,Betton,59721,54956,60526,57640,69479,48846,60428
87343160,Beuvrages,3170,2329,2968,1776,2320,913,1588
87393363,Beynes,169429,177372,184586,188216,192598,86727,151643
87691949,Bidos,0,3829,5771,4020,7401,2525,3220
87576306,Bigny,2098,1920,1996,1061,358,79,112
87212308,Bischheim,43357,47310,45637,46267,52507,32597,41226
87682203,Bois-le-Roi,1287788,1268641,1249808,1208919,1169555,553575,927606
87113407,Bondy,12955985,13017323,13024968,12799616,12574385,7412905,4210342
87746339,Bonneville,245051,248596,296238,287469,306078,244939,309320
87491019,Bords,9671,7378,7084,6178,8135,5494,9594
87382440,Bougival,811830,851846,869754,869907,876847,436970,703957
87725473,Boulazac,0,0,0,0,0,53,4401
87481242,Bourgneuf-en-Retz,11131,14164,15541,14560,18222,11428,16403
87393603,Bourth,385,469,82,0,0,0,0
87481176,Boussay - La Bruffière,17921,16363,18605,14045,13195,11096,21080
87193177,Bouzonville,30252,27628,28274,23612,19477,12232,15501
87726471,Boën-sur-Lignon,31040,22402,13859,11921,25451,16541,20030
87734244,Brassac-les-Mines - Sainte-Florine,143126,135624,139399,119212,127959,94671,107615
87611822,Brax - Léguevin,332245,299643,284092,238862,218747,185053,209987
87487249,Bressuire,28442,25548,26896,23188,23722,16133,21044
87594762,Bretenoux - Biars,21919,18328,16366,14024,15092,9375,12182
87313247,Breteuil,39090,36570,36651,36295,41007,30912,35539
87394270,Bretoncelles,26475,24073,20934,20615,22932,21239,25848
87444042,Bretteville - Norrey,19555,20034,22059,19515,26421,21779,23882
87592063,Brignac,72,163,251,65,98,64,120
87473074,Broons,21995,20214,24009,31064,36462,28626,39722
87345439,Brunémont,4370,3496,3335,3269,3148,1376,1600
87276451,Bruyères-sur-Oise,102976,108183,111374,122599,112059,52202,110345
87473827,Brélidy - Plouëc,2903,2270,1748,2925,4787,5021,3841
87545194,Brétigny-sur-Orge,6360502,6515476,6638324,6622680,6654818,3240166,5104301
87681510,Buno - Gironville,74127,70957,68182,64001,60666,34449,42004
87597708,Busseau sur Creuse,1417,1022,1223,764,551,628,1187
87592741,Bussière-Galant,19921,21535,19077,15815,17746,12295,16465
87581801,Bègles,22853,18524,24941,27100,34296,24877,33584
87382002,Bécon les Bruyères,11668320,11036425,10854104,10508412,10269355,4409499,8732029
87673285,Bénesse-Maremne,7184,8446,8096,9254,13991,11675,16852
87192302,Bénestroff,7232,7830,8829,9158,11223,7919,8422
87582684,Cadaujac,41806,38884,42938,41353,43876,22884,34033
87317321,Caffiers,6298,5727,3274,2945,3196,1764,1110
87281071,Calais - Fréthun,873346,882914,934087,893042,967139,519605,621322
87757617,Cannes La Bocca,239710,244093,436793,272091,265590,130504,168811
87671156,Capvern,8146,7984,6742,3673,3638,3388,4907
87473504,Carhaix-Plouguer,65011,60746,59810,44750,34270,29538,43661
87473561,Carnoët - Locarn,2918,3558,3273,3410,2557,2633,4297
87753566,Carry-le-Rouet,109881,97524,104888,92164,100795,51199,69581
87208553,Casino Lacroix Laval,20468,18331,21500,17487,21010,9241,13453
87141572,Ceintrey,4802,3394,3022,3344,669,1425,2490
87696492,Cercy-la-Tour,34819,33532,33395,26574,28653,15351,21102
87182410,Cernay (Haut-Rhin),524242,495959,489727,466113,501097,439083,455343
87276063,Cernay (Val-d'Oise),2993023,3026905,3047339,3036288,2994643,1248094,1034580
