datasetid,recordid,total_voyageurs_non_voyageurs_2018,total_voyageurs_non_voyageurs_2021,total_voyageurs_non_voyageurs_2015,segmentation_drg,total_voyageurs_2020,total_voyageurs_non_voyageurs_2016,total_voyageurs_2018,totalvoyageurs2017,total_voyageurs_non_voyageurs_2017,total_voyageurs_non_voyageurs_2019,code_uic_complet,code_postal,total_voyageurs_non_voyageurs_2020,total_voyageurs_2019,total_voyageurs_2021,total_voyageurs_2016,total_voyageurs_2015,nom_gare,record_timestamp
frequentation-gares,efb30e370b9ab7d22aa5629d01728bd9021b171c,36959,28186,43147,c,28595,43048,36959,43808,43808,36997,87713644,21470,28595,36997,28186,43048,43147,Brazey-en-Plaine,2022-11-18T15:48:22.919+01:00
frequentation-gares,ab9ad6ebc54af8d9468cf7a432de2703a89e1c1c,672723,608705,621695,b,344155,644494,672723,665433,665433,683921,87545491,91650,344155,683921,608705,644494,621695,Breuillet Village,2022-11-18T15:48:22.919+01:00
frequentation-gares,ee65e227df68b12785f569bb67d06e18c18261eb,177651,140580,229994,b,99791,228915,142121,169834,212292,195851,87763607,5100,124739,156681,112464,183132,183995,Briançon,2022-11-18T15:48:22.919+01:00
frequentation-gares,8e84c21ec191db23cb43609ca30da9d506a02ad4,343286,302076,256171,b,199126,297636,274629,272465,340581,396473,87722728,69530,248907,317178,241660,238108,204936,Brignais,2022-11-18T15:48:22.919+01:00
frequentation-gares,7acf090732739e15b1fa64ea7cfd34951ab4aae3,4329,6440,5350,c,6147,4523,4329,4415,4415,4426,87694596,71190,6147,4426,6440,4523,5350,Brion - Laizy,2022-11-18T15:48:22.919+01:00
frequentation-gares,35bc4b2c23dd44179c43e83c37e23f2530f18e73,74844,83512,74059,c,64559,70824,74844,76016,76016,80996,87394452,28160,64559,80996,83512,70824,74059,Brou,2022-11-18T15:48:22.919+01:00
frequentation-gares,266fb03d310818e69e372b786c6389bc3d500778,34218,29469,26452,c,26358,20215,34218,29204,29204,51176,87581736,33520,26358,51176,29469,20215,26452,Bruges,2022-11-18T15:48:22.919+01:00
frequentation-gares,77372e73dd72b39b6c1f7d6821c6779e6fe69558,643702,588897,621423,b,393317,608266,514962,516073,645091,744905,87413344,76110,491647,595924,471118,486612,497138,Bréauté - Beuzeville,2022-11-18T15:48:22.919+01:00
frequentation-gares,b0294e89a2d833477eec095e4431b3fc6bf986c3,3155,3217,2949,c,2216,2421,3155,3470,3470,2918,87491191,17100,2216,2918,3217,2421,2949,Bussac-Forêt,2022-11-18T15:48:22.919+01:00
frequentation-gares,e74a7b8d36b3c22f69d8a24c6d0ed8bf4405a607,6855,9013,7842,c,6920,8354,6855,7884,7884,9425,87672634,64260,6920,9425,9013,8354,7842,Buzy en Béarn,2022-11-18T15:48:22.919+01:00
frequentation-gares,8e82817591313cf41ebbe2340d4b38e82bd3f2d5,580,460,2292,c,295,1304,580,609,609,334,87696468,58160,295,334,460,1304,2292,Béard,2022-11-18T15:48:22.919+01:00
frequentation-gares,09b334adef99d66e83d95049efe0dd56b349de36,57276,20684,70921,c,9333,72788,57276,65520,65520,54456,87342543,62470,9333,54456,20684,72788,70921,Calonne-Ricouart,2022-11-18T15:48:22.919+01:00
frequentation-gares,69fecf53641299af56fc82c17edf8003803b06c2,4459,11948,21789,c,6764,7240,4459,5754,5754,7449,87673657,64250,6764,7449,11948,7240,21789,Cambo-les-Bains,2022-11-18T15:48:22.919+01:00
frequentation-gares,617390831ded0145d33b7cd1708f83b0b92a6323,4324802,3972577,4402663,a,2289665,4271948,3503089,3853968,4757986,5028517,87757625,6400,2826747,4073099,3217787,3460278,3566157,Cannes,2022-11-18T15:48:22.919+01:00
frequentation-gares,8978dbeca3f0da9f80b9741d33aeb55c0663e526,71224,121278,76135,c,82518,73838,71224,75990,75990,107834,87613109,12700,82518,107834,121278,73838,76135,Capdenac,2022-11-18T15:48:22.919+01:00
frequentation-gares,a6094f066122f87624941a398f256317adefb327,912037,1079431,1011434,a,565381,1035276,693148,844291,1110910,1020139,87615286,11000,743923,775306,820367,786810,768690,Carcassonne,2022-11-18T15:48:22.919+01:00
frequentation-gares,1926e8d380c1d66713eec502fa407e001c2666a1,712300,663468,571866,b,412844,684091,569840,621458,776823,851257,87756478,6180,516055,681005,530774,547273,457493,Carnoles,2022-11-18T15:48:22.919+01:00
frequentation-gares,057772ee5da1d1fc5827e2595a18e2fa207d735d,112561,108875,115844,b,60842,118931,90048,104587,130734,121287,87755371,83660,76053,97030,87100,95145,92675,Carnoules,2022-11-18T15:48:22.919+01:00
frequentation-gares,cc5b6e45ba3f15e96e53d8fb3002607ba9bb849e,139403,114889,125702,b,91344,137315,111522,117253,146566,153493,87281139,59970,114180,122794,91911,109852,100561,Cassel,2022-11-18T15:48:22.919+01:00
